SANTIAGO, -, CHL,,,,,
month,day,hour,Ta,G_Gh,G_Bn,G_Dh,FF
11,8,15,22,889,899,131,5.7
11,8,16,21,717,806,141,6.2
11,8,17,20.3,497,647,143,5.7
11,8,18,20,257,352,133,4.1
11,8,19,19,58,40,52,2.6
11,8,20,16.2,1,0,1,1.5
11,8,21,15,0,0,0,2.1
11,8,22,14,0,0,0,1.5
11,8,23,13.3,0,0,0,2.6
11,8,24,12,0,0,0,3.6
11,9,1,12,0,0,0,0.5
11,9,2,10.4,0,0,0,1.5
11,9,3,11,0,0,0,2.1
11,9,4,12,0,0,0,2.6
11,9,5,12.1,0,0,0,1.5
11,9,6,12,2,0,2,1
11,9,7,12,74,58,64,1.5
11,9,8,14,283,339,156,0
11,9,9,16,523,597,185,1
11,9,10,18,739,799,155,2.1
11,9,11,19.6,906,855,175,0
11,9,12,21,1007,922,146,1
11,9,13,22.4,1039,925,153,2.6
11,9,14,23.8,997,912,150,4.1
11,9,15,22,871,813,184,1
11,9,16,24,677,649,213,4.1
11,9,17,20.4,435,368,233,6.2
11,9,18,18,218,190,150,7.2
11,9,19,17,48,0,48,6.7
11,9,20,16,1,0,1,6.2
11,9,21,15,0,0,0,4.1
11,9,22,14,0,0,0,4.6
11,9,23,13.4,0,0,0,4.1
11,9,24,13.2,0,0,0,3.4
11,10,1,13,0,0,0,2.6
11,10,2,12,0,0,0,2.6
11,10,3,12,0,0,0,1.5
11,10,4,12,0,0,0,2.1
11,10,5,11.4,0,0,0,2.6
11,10,6,11,2,0,2,2.1
11,10,7,12,54,0,54,3.1
11,10,8,13,215,145,161,2.6
11,10,9,14,450,362,245,2.6
11,10,10,17,683,570,265,2.1
11,10,11,17.6,878,724,258,2.6
11,10,12,19,1002,898,163,3.1
11,10,13,21,1044,938,145,2.6
11,10,14,21.6,1011,952,126,2.1
11,10,15,23,899,886,148,2.1
11,10,16,23.4,728,803,151,3.1
11,10,17,23.9,507,640,155,4.1
11,10,18,23,265,370,133,5.1
11,10,19,21,62,65,53,5.7
11,10,20,18.4,1,0,1,4.6
11,10,21,18,0,0,0,4.1
11,10,22,16,0,0,0,1
11,10,23,13.2,0,0,0,1
11,10,24,13,0,0,0,1.5
11,11,1,12,0,0,0,1
11,11,2,11,0,0,0,1.5
11,11,3,10,0,0,0,1
11,11,4,9,0,0,0,0
11,11,5,9.2,0,0,0,0
11,11,6,9.6,3,0,3,0
11,11,7,10,59,0,59,0
11,11,8,12.8,164,28,153,0.5
11,11,9,16,476,379,260,1
11,11,10,18,740,716,215,1.5
11,11,11,19,914,864,172,1
11,11,12,21,1015,940,136,1.5
11,11,13,24,1052,952,137,3.1
11,11,14,25.2,1012,947,130,3.6
11,11,15,25,902,887,148,5.7
11,11,16,25,729,797,155,6.2
11,11,17,23.8,509,638,156,6.7
11,11,18,22,268,373,134,6.7
11,11,19,19,64,68,54,6.2
11,11,20,17.2,2,0,2,5.1
11,11,21,17,0,0,0,3.1
11,11,22,14,0,0,0,2.1
11,11,23,13.3,0,0,0,1.5
11,11,24,13,0,0,0,1
11,12,1,12,0,0,0,1.5
11,12,2,10.8,0,0,0,1
11,12,3,9,0,0,0,1
11,12,4,8,0,0,0,0
11,12,5,7,0,0,0,0
11,12,6,7,3,0,3,0
11,12,7,9,75,51,66,0
11,12,8,13.2,219,127,170,0.5
11,12,9,16.1,479,379,262,1
11,12,10,19,728,673,233,1.5
11,12,11,20.5,913,814,213,2.6
11,12,12,22,1017,939,137,3.6
11,12,13,23,1049,939,145,4.6
11,12,14,22.6,1009,933,139,7.7
11,12,15,23,902,881,152,7.7
11,12,16,22,731,794,157,8.2
11,12,17,20.9,511,636,158,6.7
11,12,18,19,268,363,137,6.2
11,12,19,17,64,55,55,5.7
11,12,20,15,2,0,2,5.1
11,12,21,14,0,0,0,4.1
11,12,22,12,0,0,0,3.6
11,12,23,11.6,0,0,0,3.6
11,12,24,11,0,0,0,2.6
11,13,1,10,0,0,0,2.6
11,13,2,9.1,0,0,0,2.1
11,13,3,10,0,0,0,2.6
11,13,4,10,0,0,0,1.5
11,13,5,9.9,0,0,0,1.5
11,13,6,10,2,0,2,1.5
11,13,7,11,40,0,40,0.5
11,13,8,11.3,88,0,88,1.5
11,13,9,12,282,87,232,1.5
11,13,10,14,523,207,371,1.5
11,13,11,15,750,461,353,2.6
11,13,12,16,918,551,401,2.1
11,13,13,18,1002,729,300,1.5
11,13,14,19,994,873,179,1.5
11,13,15,20,898,862,163,1
11,13,16,22,731,786,161,1
11,13,17,22.3,516,643,157,3.1
11,13,18,22,273,374,136,2.1
11,13,19,19.6,69,78,56,3.1
11,13,20,17.2,2,0,2,4.1
11,13,21,15,0,0,0,1.5
11,13,22,14,0,0,0,2.6
11,13,23,13,0,0,0,1
11,13,24,12,0,0,0,2.1
11,14,1,11,0,0,0,0.5
11,14,2,10.3,0,0,0,0.5
11,14,3,8,0,0,0,0.5
11,14,4,8,0,0,0,0
11,14,5,8,0,0,0,1
11,14,6,7,4,0,4,1
11,14,7,9.9,83,73,69,0.7
11,14,8,12.8,294,348,160,0.5
11,14,9,16,534,627,174,1
11,14,10,18,751,760,190,1
11,14,11,20.8,918,860,176,1
11,14,12,24,1025,952,131,2.1
11,14,13,25,1058,952,139,2.1
11,14,14,26.8,1020,952,130,1.5
11,14,15,28,909,888,150,3.1
11,14,16,28,736,796,158,6.7
11,14,17,25.4,517,636,160,6.7
11,14,18,23,276,375,138,7.2
11,14,19,19,71,82,57,7.7
11,14,20,18.5,2,0,2,4.1
11,14,21,16,0,0,0,4.1
11,14,22,14,0,0,0,3.1
11,14,23,14,0,0,0,4.6
11,14,24,12,0,0,0,3.1
11,15,1,11,0,0,0,3.6
11,15,2,11.1,0,0,0,1.5
11,15,3,11,0,0,0,2.6
11,15,4,12,0,0,0,1.5
11,15,5,11.8,0,0,0,1.5
11,15,6,10,3,0,3,2.6
11,15,7,11,83,70,70,2.1
11,15,8,12.4,295,350,161,1.5
11,15,9,14.3,536,627,175,1.5
11,15,10,16.3,752,759,191,1.5
11,15,11,18.2,919,859,178,1.5
11,15,12,21,1021,932,145,1.5
11,15,13,23,1057,946,144,2.6
11,15,14,25.6,1021,949,132,3.6
11,15,15,26,911,887,152,4.1
11,15,16,26,738,792,161,6.7
11,15,17,24,518,632,162,8.2
11,15,18,22,279,378,139,6.7
11,15,19,21,73,87,59,4.6
11,15,20,19,2,0,2,3.4
11,15,21,17,0,0,0,2.1
11,15,22,17,0,0,0,1
11,15,23,17,0,0,0,1.5
11,15,24,16,0,0,0,2.6
11,16,1,15,0,0,0,2
11,16,2,14,0,0,0,1.5
11,16,3,13,0,0,0,0.5
11,16,4,10,0,0,0,0
11,16,5,10.4,0,0,0,0
11,16,6,9,4,0,4,1
11,16,7,12,85,76,71,0.5
11,16,8,15.4,297,349,162,1
11,16,9,17,536,641,166,1
11,16,10,20,753,758,192,0.5
11,16,11,20,920,859,178,0.5
11,16,12,25,1022,929,147,3.6
11,16,13,27,1064,958,137,4.1
11,16,14,28.3,1023,949,133,4.1
11,16,15,29,915,891,151,4.1
11,16,16,30,743,802,157,4.1
11,16,17,29.8,521,660,148,4.1
11,16,18,28,282,383,139,4.6
11,16,19,26.1,75,91,60,4.1
11,16,20,24.3,3,0,3,3.6
11,16,21,21,0,0,0,0.5
11,16,22,20,0,0,0,2.6
11,16,23,19,0,0,0,2.6
11,16,24,17,0,0,0,1.5
11,17,1,15,0,0,0,0.5
11,17,2,14,0,0,0,0.5
11,17,3,13,0,0,0,0.5
11,17,4,12,0,0,0,0.5
11,17,5,11.4,0,0,0,1
11,17,6,10,4,0,4,0
11,17,7,14,86,78,72,0.5
11,17,8,18.8,298,348,163,0
11,17,9,21,535,635,169,0
11,17,10,25,744,787,161,0
11,17,11,27.2,896,830,178,3.1
11,17,12,29,1013,894,171,4.1
11,17,13,29.5,1046,900,175,4.9
11,17,14,30,1013,910,158,5.7
11,17,15,30,906,884,146,6.7
11,17,16,29,739,802,151,6.7
11,17,17,28.1,524,661,148,5.7
11,17,18,27,284,377,142,4.1
11,17,19,24.1,77,94,61,5.1
11,17,20,21.2,3,0,3,3.1
11,17,21,20,0,0,0,2.6
11,17,22,18,0,0,0,3.1
11,17,23,16.4,0,0,0,2.6
11,17,24,15,0,0,0,2.6
11,18,1,14,0,0,0,2.6
11,18,2,14,0,0,0,2.1
11,18,3,13,0,0,0,1.5
11,18,4,12,0,0,0,0
11,18,5,10.9,0,0,0,1
11,18,6,12,4,0,4,1.5
11,18,7,13,87,93,70,1
11,18,8,15,298,345,164,1.5
11,18,9,19,538,641,167,1.5
11,18,10,20.6,754,803,159,3.3
11,18,11,22.2,923,858,180,5.1
11,18,12,23,1024,926,150,5.7
11,18,13,24,1058,930,157,5.1
11,18,14,25.3,1021,928,148,5.7
11,18,15,25,913,899,139,5.7
11,18,16,24.8,745,813,147,5.9
11,18,17,24.6,527,666,148,6.2
11,18,18,23,288,382,143,5.7
11,18,19,22,79,93,63,3.6
11,18,20,19.1,3,0,3,2.1
11,18,21,16,0,0,0,3.1
11,18,22,14,0,0,0,3.1
11,18,23,13.4,0,0,0,2.6
11,18,24,12,0,0,0,3.1
11,19,1,12,0,0,0,1.5
11,19,2,11.3,0,0,0,1.5
11,19,3,10.6,0,0,0,1.8
11,19,4,10,0,0,0,2.1
11,19,5,10,0,0,0,1.5
11,19,6,9,4,0,4,1
11,19,7,10.2,80,45,71,1.5
11,19,8,11.4,170,8,167,2.1
11,19,9,13,486,412,247,3.6
11,19,10,18,750,732,207,3.1
11,19,11,19.7,922,883,157,3.6
11,19,12,22,1025,926,151,4.1
11,19,13,25,1062,934,155,6.2
11,19,14,25.9,1024,930,148,5.7
11,19,15,26.4,916,902,139,5.1
11,19,16,27,746,811,149,4.6
11,19,17,26.1,529,663,150,5.1
11,19,18,24,290,384,144,4.4
11,19,19,22,82,97,64,3.6
11,19,20,19.5,4,0,4,3.6
11,19,21,17,0,0,0,3.6
11,19,22,15,0,0,0,3.1
11,19,23,14.2,0,0,0,2.6
11,19,24,13,0,0,0,1.5
11,20,1,13,0,0,0,1.5
11,20,2,12.2,0,0,0,1.5
11,20,3,12,0,0,0,0.5
11,20,4,12,0,0,0,0.5
11,20,5,10,0,0,0,0
11,20,6,10,5,0,5,1
11,20,7,12,89,82,74,0.5
11,20,8,15.8,301,349,165,1
11,20,9,19,541,642,168,1.5
11,20,10,21,755,798,162,2.6
11,20,11,23.8,922,878,160,4.1
11,20,12,25,1025,923,153,4.6
11,20,13,25.3,1060,926,161,5.4
11,20,14,25.6,1022,920,154,6.2
11,20,15,25,916,896,142,6.7
11,20,16,25,748,808,152,6.7
11,20,17,23.9,532,678,142,5.7
11,20,18,22,293,386,145,5.1
11,20,19,21,84,101,66,3.6
11,20,20,18.3,4,0,4,3.1
11,20,21,16,0,0,0,4.6
11,20,22,15,0,0,0,3.6
11,20,23,13.6,0,0,0,3.1
11,20,24,13,0,0,0,2.6
11,21,1,12,0,0,0,2.1
11,21,2,11.8,0,0,0,3.1
11,21,3,12,0,0,0,2.6
11,21,4,13,0,0,0,1.5
11,21,5,12.8,0,0,0,1
11,21,6,16,1,0,1,0
11,21,7,13,27,0,27,1
11,21,8,13.6,91,0,91,1.5
11,21,9,14,162,0,162,1.5
11,21,10,15,227,3,224,0
11,21,11,16.2,277,5,273,1
11,21,12,18,308,6,303,3.1
11,21,13,20,319,6,313,4.6
11,21,14,21,308,6,302,5.7
11,21,15,22,448,26,426,4.6
11,21,16,20,479,137,377,5.7
11,21,17,20.3,402,197,289,5.7
11,21,18,19,274,333,145,4.1
11,21,19,18,85,82,70,5.1
11,21,20,15.8,4,0,4,3.1
11,21,21,15,0,0,0,2.1
11,21,22,15,0,0,0,3.1
11,21,23,15.2,0,0,0,2.6
11,21,24,15,0,0,0,2.1
11,22,1,15,0,0,0,2.6
11,22,2,14.6,0,0,0,2.1
11,22,3,14,0,0,0,3.1
11,22,4,14,0,0,0,3.6
11,22,5,13.6,0,0,0,2.6
11,22,6,16,1,0,1,1
11,22,7,12,27,0,27,6.7
11,22,8,13.8,91,0,91,2.1
11,22,9,16.4,163,0,163,3.1
11,22,10,19,227,3,224,4.1
11,22,11,17.6,277,5,273,2.1
11,22,12,19.3,861,294,583,3.9
11,22,13,21,1049,812,259,5.7
11,22,14,22.8,1027,923,154,3.6
11,22,15,23.3,921,898,142,3.6
11,22,16,23.7,754,812,151,3.6
11,22,17,24.2,539,684,143,3.1
11,22,18,23,299,393,146,2.1
11,22,19,20.5,89,111,68,2.1
11,22,20,18,5,0,5,2.1
11,22,21,16,0,0,0,4.1
11,22,22,16,0,0,0,3.1
11,22,23,14.4,0,0,0,2.6
11,22,24,14,0,0,0,2.1
11,23,1,13,0,0,0,1.5
11,23,2,12,0,0,0,1
11,23,3,11.5,0,0,0,2.1
11,23,4,11.1,0,0,0,0
11,23,5,10.6,0,0,0,0
11,23,6,10,1,0,1,0
11,23,7,11.1,28,0,28,0
11,23,8,12.3,91,0,91,1.5
11,23,9,14,455,296,283,1
11,23,10,19,749,717,215,1
11,23,11,21.4,925,880,160,1.5
11,23,12,24,1032,932,149,4.1
11,23,13,25,1067,932,159,3.1
11,23,14,25.8,1034,943,141,6.2
11,23,15,26,927,910,137,6.2
11,23,16,25,758,818,150,7.7
11,23,17,24.4,541,683,144,6.7
11,23,18,21.7,302,395,147,5.6
11,23,19,19,91,115,69,4.6
11,23,20,18.1,5,0,5,3.1
11,23,21,15,0,0,0,5.1
11,23,22,14,0,0,0,4.1
11,23,23,13,0,0,0,3.6
11,23,24,13,0,0,0,3.1
11,24,1,13,0,0,0,2.6
11,24,2,13,0,0,0,2.1
11,24,3,13,0,0,0,1.5
11,24,4,13,0,0,0,1
11,24,5,12.5,0,0,0,1
11,24,6,13,2,0,2,0
11,24,7,13,28,0,28,0
11,24,8,13,91,0,91,0.5
11,24,9,18,163,0,163,2.1
11,24,10,14,228,3,225,0.5
11,24,11,15.7,278,5,274,2.6
11,24,12,18,775,193,592,4.1
11,24,13,19.4,1007,582,439,4.1
11,24,14,20.8,1027,807,262,4.6
11,24,15,22,926,899,143,4.6
11,24,16,22,759,815,152,4.1
11,24,17,20.9,544,686,144,5.1
11,24,18,19.4,305,398,148,4.1
11,24,19,18,93,119,70,3.1
11,24,20,16.8,5,0,5,3.1
11,24,21,15.8,0,0,0,2.8
11,24,22,14.9,0,0,0,2.6
11,24,23,13.9,0,0,0,2.3
11,24,24,13,0,0,0,2.1
11,25,1,14,0,0,0,2.6
11,25,2,13.9,0,0,0,2.1
11,25,3,14,0,0,0,1.5
11,25,4,14,0,0,0,1.5
11,25,5,13.9,0,0,0,1.5
11,25,6,13,2,0,2,2.6
11,25,7,13,28,0,28,2.6
11,25,8,13.8,92,0,92,2.1
11,25,9,15,163,0,163,1
11,25,10,16,229,1,228,4.6
11,25,11,16.8,278,5,274,2.1
11,25,12,19,865,294,586,1.5
11,25,13,21,1055,817,258,2.1
11,25,14,21.9,1033,927,154,4.1
11,25,15,23,929,903,142,3.1
11,25,16,24,761,812,154,3.1
11,25,17,24.6,546,684,145,4.6
11,25,18,24,308,400,149,3.1
11,25,19,21,95,122,71,4.1
11,25,20,19.4,6,0,6,2.1
11,25,21,17,0,0,0,2.6
11,25,22,15,0,0,0,2.6
11,25,23,14.1,0,0,0,2.6
11,25,24,13,0,0,0,2.1
11,26,1,12,0,0,0,2.6
11,26,2,11.8,0,0,0,1.5
11,26,3,11.4,0,0,0,1.5
11,26,4,11,0,0,0,1.5
11,26,5,10.8,0,0,0,1
11,26,6,10,5,0,5,1.5
11,26,7,11,78,26,73,1
11,26,8,12,92,0,92,1.5
11,26,9,14,457,298,283,2.1
11,26,10,17,751,718,216,2.6
11,26,11,19.6,928,882,160,3.1
11,26,12,22,1032,925,155,4.1
11,26,13,24,1071,933,160,4.1
11,26,14,26,1034,926,155,5.1
11,26,15,26.5,931,902,143,5.4
11,26,16,27,764,814,154,5.7
11,26,17,26.8,550,688,145,5.7
11,26,18,24,311,402,150,5.1
11,26,19,23,98,128,72,3.1
11,26,20,20.8,6,0,6,3.6
11,26,21,18.9,0,0,0,3.3
11,26,22,17,0,0,0,3.1
11,26,23,15.8,0,0,0,3.1
11,26,24,14.7,0,0,0,3.1
11,27,1,13.5,0,0,0,3.1
11,27,2,12.3,0,0,0,3.1
11,27,3,11.2,0,0,0,3.1
11,27,4,10,0,0,0,3.1
11,27,5,10.8,0,0,0,2.1
11,27,6,11.3,5,0,5,2.1
11,27,7,11.7,79,28,73,2.1
11,27,8,12.2,92,0,92,2.1
11,27,9,14,381,168,283,1.5
11,27,10,17,684,499,312,2.6
11,27,11,20.3,910,742,264,3.1
11,27,12,24,1032,873,203,2.6
11,27,13,26,1070,929,163,4.6
11,27,14,27.4,1037,930,153,5.1
11,27,15,29,935,909,140,4.1
11,27,16,28,769,822,151,5.7
11,27,17,27.7,554,697,143,5.1
11,27,18,26,315,410,150,4.6
11,27,19,24,100,133,73,3.6
11,27,20,22,6,0,6,1.5
11,27,21,19,0,0,0,3.6
11,27,22,17,0,0,0,4.1
11,27,23,15.8,0,0,0,2.6
11,27,24,14,0,0,0,3.1
11,28,1,13.3,0,0,0,2.6
11,28,2,12.7,0,0,0,2.1
11,28,3,12,0,0,0,2.1
11,28,4,12,0,0,0,1
11,28,5,11.9,0,0,0,1.5
11,28,6,12,3,0,3,1
11,28,7,12,79,26,74,1
11,28,8,13,289,288,175,0.5
11,28,9,17,537,610,180,1
11,28,10,21,759,793,167,1.5
11,28,11,23.6,927,875,165,3.1
11,28,12,26,1034,926,155,4.1
11,28,13,27,1072,930,163,5.1
11,28,14,29,1039,930,154,5.1
11,28,15,28,935,905,143,5.7
11,28,16,28,770,819,153,6.7
11,28,17,26.6,556,693,145,6.2
11,28,18,25,318,411,151,5.1
11,28,19,24,102,136,74,3.1
11,28,20,21,7,0,7,4.6
11,28,21,18,0,0,0,3.6
11,28,22,16,0,0,0,3.6
11,28,23,13.7,0,0,0,3.6
11,28,24,13,0,0,0,2.6
11,29,1,12.3,0,0,0,2
11,29,2,11.6,0,0,0,1.5
11,29,3,11,0,0,0,0.5
11,29,4,11,0,0,0,1
11,29,5,10.8,0,0,0,0.5
11,29,6,10,6,0,6,0
11,29,7,12,95,87,78,0.5
11,29,8,15.2,307,350,168,2.1
11,29,9,20,544,637,172,3.1
11,29,10,23,759,792,168,3.6
11,29,11,24,927,874,165,5.1
11,29,12,25,1034,922,158,3.6
11,29,13,26,1070,922,168,2.1
11,29,14,26.8,1038,922,159,2.1
11,29,15,27,935,898,148,2.1
11,29,16,26,771,816,156,3.1
11,29,17,25.2,559,696,145,3.1
11,29,18,23,320,411,153,3.1
11,29,19,22,104,140,75,2.1
11,29,20,19.2,7,0,7,2.1
11,29,21,16,0,0,0,4.6
11,29,22,15,0,0,0,4.6
11,29,23,13.7,0,0,0,3.6
11,29,24,14,0,0,0,3.1
11,30,1,12,0,0,0,2.6
11,30,2,12,0,0,0,2.1
11,30,3,11,0,0,0,1.5
11,30,4,10,0,0,0,4.1
11,30,5,12.4,0,0,0,2.6
11,30,6,12,2,0,2,1.5
11,30,7,12,29,0,29,1.5
11,30,8,12.6,92,0,92,2.1
11,30,9,13.3,164,0,164,1.8
11,30,10,14,229,3,226,1.5
11,30,11,15,280,5,275,2.6
11,30,12,16,661,182,489,3.6
11,30,13,19,899,386,522,4.6
11,30,14,19.4,981,674,337,4.6
11,30,15,20,927,846,184,5.1
11,30,16,20,774,827,148,4.1
11,30,17,20.6,562,698,146,4.1
11,30,18,20,323,414,153,4.6
11,30,19,19.4,107,146,76,3.6
11,30,20,18.1,7,0,7,1.5
11,30,21,16.8,0,0,0,1.5
11,30,22,15.6,0,0,0,2.1
11,30,23,14.8,0,0,0,1
11,30,24,14.5,0,0,0,1.5
12,1,1,14.4,0,0,0,2.1
12,1,2,14.4,0,0,0,1.5
12,1,3,14.2,0,0,0,2.1
12,1,4,13.7,0,0,0,1.5
12,1,5,13,0,0,0,1
12,1,6,12.2,6,0,6,0.5
12,1,7,14,96,109,75,0.5
12,1,8,17.8,308,354,168,1
12,1,9,21,547,644,170,0.5
12,1,10,23,763,804,163,0.5
12,1,11,25,931,884,161,1.5
12,1,12,27,1036,925,157,3.6
12,1,13,28,1078,937,160,3.1
12,1,14,28.7,1046,939,150,5.7
12,1,15,29,941,906,145,5.1
12,1,16,29,777,822,154,4.6
12,1,17,29,565,700,146,6.2
12,1,18,27,326,419,154,5.1
12,1,19,26,110,130,83,5.7
12,1,20,24,8,0,8,6.7
12,1,21,23,0,0,0,4.1
12,1,22,20,0,0,0,2.1
12,1,23,18.8,0,0,0,1.5
12,1,24,13.8,0,0,0,1
12,2,1,17,0,0,0,1.5
12,2,2,16.2,0,0,0,0
12,2,3,15,0,0,0,0
12,2,4,14.5,0,0,0,0
12,2,5,14,0,0,0,1
12,2,6,14,6,0,6,1.5
12,2,7,16.9,96,91,78,1.5
12,2,8,19.9,309,359,167,1.5
12,2,9,22,549,633,179,1.5
12,2,10,24,764,807,162,1.5
12,2,11,26,933,891,157,3.1
12,2,12,28,1039,932,153,5.1
12,2,13,28,1073,923,169,4.6
12,2,14,28,1024,871,192,4.1
12,2,15,28,916,800,212,4.6
12,2,16,28,748,713,206,5.1
12,2,17,25.8,536,557,201,9.3
12,2,18,23,296,295,174,7.2
12,2,19,21,94,57,82,4.1
12,2,20,20.4,6,0,6,3.6
12,2,21,19,0,0,0,4.1
12,2,22,17,0,0,0,2.6
12,2,23,17,0,0,0,2.6
12,2,24,17,0,0,0,2.6
12,3,1,15,0,0,0,1.5
12,3,2,15.7,0,0,0,1
12,3,3,13.8,0,0,0,2
12,3,4,12,0,0,0,3.1
12,3,5,11.7,0,0,0,1.5
12,3,6,10,6,0,6,2.6
12,3,7,13,96,92,78,1.5
12,3,8,15,309,359,167,0
12,3,9,20,550,636,178,1.5
12,3,10,20,767,768,194,1.5
12,3,11,21.2,938,872,178,2.1
12,3,12,23,1047,958,136,3.6
12,3,13,25,1084,955,148,2.6
12,3,14,26.3,1050,942,149,4.1
12,3,15,26.1,949,918,139,4.6
12,3,16,26,786,815,167,5.1
12,3,17,26.2,573,713,143,5.7
12,3,18,25,334,437,152,5.1
12,3,19,24,115,114,90,4.6
12,3,20,21.9,9,0,9,3.6
12,3,21,20,0,0,0,2.1
12,3,22,18,0,0,0,1.5
12,3,23,16,0,0,0,1.5
12,3,24,16,0,0,0,0
12,4,1,14,0,0,0,2.1
12,4,2,12.6,0,0,0,1
12,4,3,12,0,0,0,1.5
12,4,4,11.5,0,0,0,1
12,4,5,11,0,0,0,0.5
12,4,6,11,6,0,6,0
12,4,7,14,96,108,75,0
12,4,8,18,308,356,167,0.5
12,4,9,20,549,632,179,2.1
12,4,10,14.7,765,764,195,1.8
12,4,11,9.4,936,867,181,1.5
12,4,12,15.8,1044,949,141,4.6
12,4,13,22.3,1085,956,147,4.4
12,4,14,28.7,1054,954,140,4.1
12,4,15,29,950,918,140,3.6
12,4,16,28,786,831,153,4.6
12,4,17,28,574,709,145,5.7
12,4,18,28,337,455,146,4.6
12,4,19,26,117,117,91,4.1
12,4,20,23.8,9,0,9,4.6
12,4,21,22,0,0,0,2.6
12,4,22,20,0,0,0,2.1
12,4,23,18.5,0,0,0,2.6
12,4,24,23,0,0,0,1
12,5,1,16,0,0,0,0.5
12,5,2,13.9,0,0,0,1
12,5,3,14,0,0,0,0.5
12,5,4,12,0,0,0,1
12,5,5,10.8,0,0,0,0.5
12,5,6,10,6,0,6,1
12,5,7,14,96,91,78,0
12,5,8,18.4,309,359,167,2.1
12,5,9,20,548,632,180,3.1
12,5,10,22,767,768,194,2.6
12,5,11,24.6,935,866,181,2.8
12,5,12,26,1025,894,174,3.1
12,5,13,27,1029,773,270,5.1
12,5,14,27.5,921,457,483,4.6
12,5,15,27,899,667,309,5.7
12,5,16,27,772,786,171,4.6
12,5,17,26.6,575,717,140,5.7
12,5,18,25,337,428,157,6.2
12,5,19,23,118,140,87,5.7
12,5,20,21.9,9,0,9,6.2
12,5,21,20,0,0,0,4.1
12,5,22,20,0,0,0,3.6
12,5,23,17,0,0,0,2.6
12,5,24,16,0,0,0,3.1
12,6,1,15,0,0,0,3.1
12,6,2,14.6,0,0,0,1.5
12,6,3,14,0,0,0,1.5
12,6,4,14,0,0,0,1.5
12,6,5,14.4,0,0,0,1.5
12,6,6,14,5,0,5,1
12,6,7,14,94,96,75,1
12,6,8,17.2,306,347,169,1.5
12,6,9,20,535,620,174,1
12,6,10,21,719,680,212,1.5
12,6,11,22,812,530,350,2.6
12,6,12,24,938,609,358,2.6
12,6,13,24,998,643,368,4.1
12,6,14,24,992,749,274,5.1
12,6,15,24,933,834,195,5.1
12,6,16,24,789,830,153,6.2
12,6,17,23.5,581,712,148,6.7
12,6,18,22,342,442,155,6.2
12,6,19,20,121,119,94,9.3
12,6,20,18.6,10,0,10,3.6
12,6,21,16,0,0,0,2.1
12,6,22,16,0,0,0,2.6
12,6,23,15,0,0,0,2.1
12,6,24,14,0,0,0,3.1
12,7,1,13,0,0,0,2.6
12,7,2,13.2,0,0,0,1.5
12,7,3,12,0,0,0,2.1
12,7,4,11,0,0,0,0.5
12,7,5,10,0,0,0,0.5
12,7,6,9,6,0,6,0.5
12,7,7,12,90,67,77,0.5
12,7,8,14.7,232,109,189,4.6
12,7,9,17,349,136,270,0.5
12,7,10,19,374,19,359,0.5
12,7,11,19.6,281,2,278,1
12,7,12,21,418,17,402,3.6
12,7,13,22,532,34,498,2.6
12,7,14,23.9,602,9,593,4.1
12,7,15,23,669,254,444,5.1
12,7,16,22,636,350,367,3.6
12,7,17,23.4,509,425,250,4.6
12,7,18,23,319,374,160,4.1
12,7,19,22,119,106,95,3.6
12,7,20,20.4,10,0,10,3.6
12,7,21,18,0,0,0,2.6
12,7,22,16,0,0,0,1.5
12,7,23,14.8,0,0,0,2.6
12,7,24,14,0,0,0,2.1
12,8,1,14,0,0,0,1
12,8,2,12.1,0,0,0,0.5
12,8,3,11,0,0,0,0
12,8,4,10,0,0,0,0
12,8,5,9.3,0,0,0,1
12,8,6,9,6,0,6,0
12,8,7,12,95,88,78,0.5
12,8,8,16.1,306,352,167,0.5
12,8,9,18,545,646,170,1
12,8,10,21,764,763,196,1
12,8,11,23,935,867,181,2.6
12,8,12,25,1049,960,136,3.1
12,8,13,27,1094,972,140,3.1
12,8,14,28,1061,960,138,2.6
12,8,15,28,959,898,162,4.1
12,8,16,28,796,854,140,4.6
12,8,17,28.4,585,717,146,5.7
12,8,18,28,348,465,149,4.6
12,8,19,26,126,154,90,4.1
12,8,20,24,11,0,11,4.6
12,8,21,22,0,0,0,2.1
12,8,22,20,0,0,0,1.5
12,8,23,18.4,0,0,0,1
12,8,24,18,0,0,0,0.5
12,9,1,16,0,0,0,0
12,9,2,13.8,0,0,0,1
12,9,3,13,0,0,0,0
12,9,4,12,0,0,0,1.5
12,9,5,11,0,0,0,1
12,9,6,11,6,0,6,1
12,9,7,14,95,87,78,0.5
12,9,8,19.4,306,352,167,0.5
12,9,9,22,545,629,180,0
12,9,10,24,765,767,194,0.5
12,9,11,26.8,939,876,176,1.5
12,9,12,29,1048,956,138,2.6
12,9,13,31,1095,972,139,3.1
12,9,14,32.4,1062,960,139,3.6
12,9,15,32,961,898,162,3.6
12,9,16,32,800,830,160,5.7
12,9,17,31.9,587,718,146,4.1
12,9,18,30.4,351,468,149,4.4
12,9,19,29,128,130,98,4.6
12,9,20,26.9,11,0,11,4.1
12,9,21,25,0,0,0,2.6
12,9,22,22,0,0,0,1.5
12,9,23,21.5,0,0,0,1
12,9,24,21,0,0,0,1.5
12,10,1,18,0,0,0,1.5
12,10,2,17.1,0,0,0,0.5
